drug,protein
DB06413,Q32P28
DB00913,Q16720
DB11148,P18669
DB06736,P35858
DB09061,Q9NVS9
DB00877,P21918
DB00297,P22352
DB09092,Q15391
DB00519,P35556
DB00836,Q9Y5Y4
DB00091,Q96C36
DB00449,P30838
DB01090,P48664
DB12404,Q9Y616
DB01587,Q70Z44
DB01394,P04070
DB00626,Q16790
DB00481,Q9Y697
DB00631,Q969G6
DB00905,P78559
DB00881,Q9HBH9
DB06691,P08779
DB02530,P32004
DB01437,P52564
DB11093,P33151
DB01599,Q96FI4
DB11156,O15440
DB09123,P35869
DB01005,Q9NS40
DB04844,O60760
DB00952,P46736
DB11703,P26358
DB13269,P16435
DB01105,Q15759
DB01059,Q00537
DB00704,Q96RQ3
DB00771,P32322
DB00880,Q15800
DB01124,P46098
DB01097,P15924
DB14543,Q06278
DB13943,Q15185
DB04953,P46098
DB00941,Q9HAB3
DB03585,O43175
DB00295,O00238
DB00550,P08100
DB00159,Q13393
DB06594,P49821
DB09091,P51580
DB01291,P24530
DB01100,Q14289
DB01288,O75438
DB01161,Q15118
DB00937,P22694
DB08828,P43119
DB00457,P11498
DB00521,Q9UQM7
DB09216,O00329
DB13158,P00738
DB06153,Q92769
DB09209,Q13936
DB03255,Q15746
DB01101,P20701
DB00610,Q9NYX4
DB09330,P51693
DB00695,O75716
DB00261,P18848
DB01198,O00299
DB00409,Q9NPA2
DB01039,Q15391
DB00354,P21728
DB00416,Q9NSA0
DB00435,Q8NCM2
DB00427,Q8IVL5
DB11363,Q8IVL5
DB00528,P13639
DB13346,Q9Y666
DB01136,Q9Y463
DB00122,P30044
DB00544,P16591
DB01283,P63261
DB00253,P59768
DB01161,P53778
DB00699,P11177
DB00235,O60568
DB00927,Q9Y271
DB00846,P40394
DB00465,P21281
DB00523,Q06203
DB01558,P0CG29
DB00358,P19320
DB00517,O75899
DB00531,P30101
DB00887,P50579
DB00327,Q8NBN7
DB01259,P21549
DB09225,P05106
DB06787,Q9ULY5
DB00228,Q02221
DB01217,P47898
DB01065,P43405
DB00344,Q9UBN1
DB11644,Q9UHQ9
DB04820,P07814
DB11828,P48448
DB09409,Q9NR82
DB04573,P09525
DB06718,P50416
DB00477,P98164
DB01216,P01375
DB01148,Q99527
DB06262,P17302
DB08964,P30405
DB01558,P43003
DB00504,Q9BY49
DB13751,Q9UHD2
DB13781,O00180
DB00789,P49788
DB09270,P02679
DB11644,Q16595
DB00725,P0CG29
DB12789,Q9UJ90
DB01164,Q9H4B4
DB00796,Q9NPA1
DB00935,P09429
DB00782,Q9Y666
DB00968,Q15746
DB06207,P81605
DB04868,P68400
DB00122,P68871
DB01590,P54764
DB08822,P32322
DB00643,Q99250
DB09472,O75489
DB08816,O95168
DB01577,P51648
DB00429,Q16795
DB08932,Q02763
DB08865,P08912
DB04838,O75311
DB01175,P35354
DB09048,P08235
DB00962,O95477
DB00844,P48050
DB00439,Q9UGN5
DB03615,P35367
DB09073,P50747
DB00734,P11678
DB03255,P49019
DB00979,Q6PIU1
DB00780,P15086
DB00420,P11217
DB00966,Q9Y4U1
DB01142,P34897
DB00685,P25100
DB00338,P01008
DB13167,Q13630
DB06249,Q9UQM7
DB01165,P35590
DB00635,P52209
DB00264,Q9UPY5
DB00284,P01008
DB00366,Q8NFJ5
DB06268,O75116
DB00818,P07949
DB11614,Q15418
DB13867,P48058
DB13167,P02656
DB01400,P06744
DB00569,P12931
DB01365,Q13188
DB08932,O75340
DB01419,O14561
DB14669,Q9Y5S8
DB11672,P22694
DB11730,P11229
DB14881,P80365
DB00335,P28845
DB00630,P14625
DB01144,Q8NBN7
DB00508,P12277
DB00462,O14578
DB00245,P29275
DB11703,P11021
DB04854,P48050
DB00390,Q9UKU7
DB05351,Q9Y5S1
DB00308,Q9NSD9
DB09119,Q9BY32
DB00497,Q99714
DB06480,Q9BQB6
DB05541,Q9H3Y6
DB00257,Q9BXT2
DB00945,Q16558
DB06699,O95237
DB00461,P49411
DB09291,Q14500
DB08918,O00519
DB11644,P10276
DB00986,P00533
DB00006,Q07912
DB00775,O95237
DB04846,P54619
DB00788,Q9BXT2
DB00214,Q14749
DB01380,Q06187
DB00181,P13073
DB00719,Q96L34
DB11278,Q13555
DB00834,Q99500
DB09205,P41594
DB01590,O43526
DB04868,P07332
DB01059,P00748
DB00981,O60603
DB00765,P49069
DB00678,P49840
DB06756,P62312
DB09195,Q07343
DB00240,P50440
DB01231,Q05586
DB00484,Q8IVH4
DB06594,Q9BQ31
DB00998,O00222
DB13167,P06276
DB14488,P05091
DB14723,P23297
DB00217,P78334
DB00655,P50897
DB13269,Q16539
DB09123,P36897
DB04930,P42574
DB00237,Q7Z460
DB01708,Q8TCC7
DB15102,Q6NUM9
DB01588,Q9Y697
DB14754,P08697
DB01956,P02671
DB00732,Q9BUB5
DB00945,P49788
DB01174,Q9UQ05
DB04824,Q96RP8
DB06772,P14550
DB01154,Q16558
DB00233,Q9H228
DB14754,P00325
DB00293,P32322
DB09327,Q8WYK2
DB00802,P42574
DB00933,P43403
DB00536,O15427
DB06589,P42574
DB01420,P42681
DB00242,Q9UHW9
DB13781,P02655
DB00823,O60218
DB00492,O95644
DB09079,P02649
DB00320,O75469
DB12001,P07947
DB06716,P23246
DB00378,O43570
DB09205,Q9H3N8
DB12001,O43708
DB01616,P02751
DB00424,Q9H2M3
DB06710,P42684
DB00409,Q8TD43
DB02659,P36897
DB01117,P67775
DB00552,Q9BYV1
DB01106,O96017
DB01410,P05129
DB00270,Q9Y6Y9
DB00317,Q13557
DB13800,P54710
DB00404,Q9HB21
DB01210,O75489
DB00361,P10636
DB01197,Q9BVS4
DB04824,P02775
DB00315,P31152
DB00431,Q06278
DB00867,O00763
DB00980,P07333
DB01217,P17050
DB00411,Q9UKI8
DB06213,Q9NYY3
DB04272,Q8WWQ8
DB00157,Q8IW41
DB01656,P01106
DB00725,Q86UE8
DB00422,O43525
DB01076,Q9UHQ9
DB00287,Q6V0L0
DB01366,Q9Y617
DB00528,O60488
DB00253,Q15139
DB01132,Q9Y487
DB00710,O15528
DB00007,Q9H3Y6
DB00343,P00747
DB04898,P45973
DB00190,P23526
DB00519,Q8TBX8
DB00275,P17302
DB01011,P21462
DB00550,O95299
DB00246,P25024
DB00139,O15440
DB00622,P17252
DB11703,Q16798
DB01340,P06732
DB04946,Q14353
DB01600,P16499
DB14895,P14679
DB00670,P21802
DB06228,P14854
DB05316,O96013
DB09089,P38435
DB00436,P09622
DB00502,Q8NI60
DB13956,O43837
DB00630,P43115
DB00523,P02747
DB06699,P51692
DB01623,Q9NSY1
DB01001,Q15746
DB00784,Q96Q40
DB04821,Q16881
DB00665,Q9H2X9
DB00268,P29622
DB00425,P21860
DB00498,P37231
DB05812,Q8TCC7
DB01098,P31152
DB11235,P31151
DB00905,P13645
DB00836,Q9NR96
DB01178,Q9NS18
DB00882,Q9Y5Y9
DB00812,P19878
DB00669,P68366
DB00951,Q06481
DB06698,Q59H18
DB00865,P09429
DB00385,Q9UI32
DB08814,O75936
DB00518,P21796
DB00327,Q9H3Y6
DB02701,P04080
DB00431,Q99677
DB00288,P39086
DB00579,Q86YN6
DB00484,Q9NR33
DB00982,P06744
DB00713,P42681
DB00990,Q15738
DB01430,O14757
DB00792,Q16678
DB06694,P06732
DB00628,P48551
DB09124,P02795
DB11186,O75899
DB11994,P42345
DB00424,Q9HBG4
DB01184,Q9Y617
DB00006,P62942
DB01248,P00505
DB13956,Q92781
DB00208,P19838
DB00898,Q00975
DB09389,P02795
DB00342,Q9H252
DB00819,Q9P2K8
DB00647,Q96EN8
DB09148,P31040
DB13520,P45954
DB00989,Q9NWZ3
DB08880,P02794
DB00423,O95168
DB06800,P24941
DB00622,Q15139
DB14541,P32929
DB00734,O60603
DB01599,O95264
DB11148,P14902
DB00721,Q01118
DB09095,P04406
DB08818,Q07869
DB00273,Q13555
DB04703,Q9H3Y6
DB01956,O14649
DB09095,P46663
DB01098,P52209
DB09291,P07327
DB01013,P51451
DB01401,Q05655
DB13967,P09525
DB00139,P51955
DB04837,P14550
DB08875,P49915
DB14512,P48729
DB13996,Q9NZV8
DB00964,O14791
DB01107,P35354
DB00999,P30926
DB00798,Q9UHW9
DB14507,Q13574
DB06637,Q8N907
DB11587,P02747
DB00687,P05177
DB00784,P14780
DB00239,P15692
DB14596,Q9H3M0
DB01011,O60656
DB00401,P10827
DB01135,Q86VZ1
DB01708,P24941
DB00680,P02655
DB00222,O60391
DB00091,P14060
DB12500,Q99584
DB14881,Q9HBH9
DB00255,P80365
DB06077,O75716
DB11859,Q96RD7
DB11718,O15342
DB09124,Q9UEW8
DB01410,Q08289
DB14541,Q9UBK8
DB00223,O94768
DB00333,P14550
DB00831,O43283
DB00162,P27816
DB01183,P17050
DB06151,P11229
DB00193,Q9UK32
DB01011,Q8TDS4
DB02300,Q96A70
DB00823,O00483
DB00528,P11498
DB00193,Q02763
DB00606,P49760
DB01428,P80404
DB11577,Q59H18
DB00736,O95169
DB01078,P48729
DB04948,Q16595
DB00699,P04155
DB00451,Q9Y698
DB00392,Q07820
DB06788,Q9GZU7
DB03754,Q13177
DB01188,P06858
DB04838,O15239
DB04573,P63244
DB00810,P54687
DB00318,Q9H252
DB09092,Q9NPD5
DB13781,P19838
DB00521,P51649
DB02701,P11362
DB09073,P42262
DB00989,P53671
DB06789,Q9ULD8
DB14491,P49411
DB00334,P35499
DB01012,P52564
DB00745,P51812
DB09389,P07288
DB09280,Q96RI1
DB00579,P29322
DB00341,P42679
DB00228,O43676
DB00666,Q92781
DB01200,P05452
DB01430,P13569
DB00583,O95264
DB00559,O00444
DB01348,P02585
DB09167,P22033
DB00387,P84077
DB00811,Q9HA77
DB11235,P00533
DB00409,Q9UK32
DB00758,Q9NR63
DB11591,Q96GD4
DB09143,Q9UEW8
DB00209,O94925
DB00268,Q16678
DB01192,P38435
DB03147,P42261
DB12161,P04080
DB08912,Q969G6
DB00744,P17302
DB00537,O75600
DB08911,Q6IA69
DB15617,O96000
DB00338,Q96GD0
DB00547,P10827
DB13944,P20648
DB01168,P26447
DB00342,Q9Y487
DB09209,P18507
DB00523,P07948
DB13167,P02675
DB00371,Q9NXB9
DB01620,O94903
DB15444,P19404
DB00703,P53667
DB00431,P15121
DB09131,P02655
DB00950,P36896
DB06154,Q9NWZ3
DB01242,P21397
DB13867,P17948
DB03147,Q08426
DB01028,P15954
DB00991,P00813
DB00218,Q9Y6F1
DB02701,P11021
DB00586,P01106
DB00257,P02765
DB00210,P23297
DB01197,P54219
DB00606,P53805
DB01426,Q96SW2
DB04573,Q15750
DB00772,P25713
DB06707,Q92918
DB12404,P17516
DB00514,O00206
DB05015,Q96A70
DB11978,P43657
DB01418,P18669
DB00476,Q969G6
DB00984,Q02818
DB00418,P18825
DB15444,Q12866
DB00241,Q06278
DB03255,Q9NZK7
DB06698,P06732
DB00648,P09525
DB00262,Q7RTV2
DB01608,P43003
DB00870,Q08426
DB01616,Q16760
DB01370,P54886
DB00358,Q96LZ3
DB01392,P08185
DB00977,P04637
DB06709,Q8IU85
DB00812,Q02252
DB01161,P30405
DB01708,P23634
DB01599,O95182
DB14754,Q16678
DB14001,O95182
DB08865,P41595
DB09472,Q9Y4U1
DB13501,P07203
DB01592,Q8TCU5
DB00997,O95864
DB00500,P35228
DB00956,O14964
DB06707,P16389
DB00180,P55017
DB01608,Q14524
DB00836,P08913
DB11614,O95069
DB00503,P28223
DB08880,Q13255
DB00604,Q9HBG4
DB14520,Q14012
DB00796,P11473
DB00927,Q06418
DB06216,Q15208
DB00333,P05090
DB14723,P08684
DB01211,Q8TBX8
DB00368,O43674
DB12371,P11473
DB11632,Q9NSY1
DB00720,P43116
DB00903,P23975
DB00861,O60706
DB09460,Q9Y2K2
DB00333,Q9Y5S8
DB00308,P10632
DB00138,P29475
DB00435,Q13574
DB01063,Q04609
DB00385,Q92953
DB06825,O60674
DB00606,Q13554
DB01409,P00505
DB00838,P18089
DB15685,P51693
DB04834,P34903
DB00434,Q16595
DB00654,P15121
DB00549,O15440
DB00620,P23743
DB01338,P18507
DB11363,P14780
DB00894,P08603
DB05541,Q13956
DB06249,P11926
DB01148,P05165
DB09472,P31644
DB00431,O96017
DB00802,P30838
DB00731,P21397
DB00666,P55789
DB01544,Q96PY6
DB06603,P41595
DB14723,Q14541
DB02530,Q9Y5Y9
DB14575,O95342
DB00540,P15954
DB00170,Q02779
DB00845,P13498
DB04272,P28331
DB00583,Q9Y2T6
DB00686,Q8NER1
DB04854,P51693
DB00732,Q9H228
DB00283,Q96FI4
DB14881,Q9UHQ9
DB01577,Q9UQB9
DB05294,P14780
DB00780,P06756
DB06077,P08319
DB00629,P21695
DB13873,Q15303
DB00734,Q0VD83
DB13720,P24941
DB06218,P17405
DB00959,P56282
DB00572,O00264
DB00666,P31025
DB05039,P39086
DB06217,P29972
DB00831,O75390
DB00531,P05141
DB00710,P05106
DB09477,Q14697
DB08819,P17252
DB09068,P08913
DB00925,Q92947
DB06594,Q9BXT2
DB01069,O60674
DB04339,Q07699
DB01053,P00738
DB09131,Q04759
DB14507,Q9Y5K8
DB00275,P00519
DB00200,P08235
DB00427,P04839
DB01626,O43175
DB00390,Q15274
DB00230,P04075
DB06282,P18089
DB01151,Q07912
DB01956,Q15842
DB00132,P46597
DB01011,Q14654
DB00216,O60931
DB13783,P31260
DB00180,Q99653
DB01173,P00352
DB00184,P34896
DB00813,P26440
DB01217,P14618
DB01592,Q14978
DB14669,Q02252
DB03756,P68400
DB09112,P53355
DB00645,Q96NR8
DB00719,P13500
DB00588,P14555
DB00657,P23526
DB06764,P00374
DB00870,P51787
DB08604,O60427
DB06148,P36543
DB02546,Q8NEY4
DB00999,Q13574
DB00999,P17707
DB06800,Q99572
DB01160,Q9NYR8
DB01403,P00738
DB08896,O75251
DB00673,P07947
DB06691,P46663
DB00402,P08243
DB13166,P51617
DB00412,Q7Z2W7
DB08995,Q14831
DB00591,P29274
DB01130,P48167
DB00747,O15547
DB08899,Q9Y600
DB00343,P27169
DB00414,P10828
DB00909,P54762
DB00564,Q75N90
DB00957,P19838
DB01399,Q9Y5S8
DB00122,P21695
DB01628,P08922
DB06814,P01303
DB00704,O60674
DB00890,Q92570
DB09097,Q99707
DB09124,Q9NYR8
DB00862,P53350
DB00645,P08185
DB01620,O15440
DB09085,P04196
DB00142,P55017
DB00449,P00748
DB00420,P21281
DB00719,P33527
DB01023,Q8TCT1
DB00436,P55789
DB04348,O94760
DB09092,P42336
DB01224,P29034
DB01005,Q7KZI7
DB00364,P08253
DB01056,P22792
DB00661,P04070
DB00842,Q9NVS9
DB00914,Q13698
DB00504,Q9ULB1
DB09517,Q96GA7
DB00668,O14618
DB00771,Q9NR63
DB00924,P12277
DB00964,Q9UJT1
DB01194,Q13153
DB01241,O95864
DB00241,P08243
DB09242,Q9BPV8
DB01251,P52209
DB00834,P98066
DB01136,Q04771
DB09076,P02585
DB04896,P11274
DB00991,P04626
DB11644,O95665
DB00241,Q13639
DB09213,P23526
DB00940,Q8IYT8
DB00623,P18669
DB01016,Q75N90
DB00890,P05452
DB00371,P35372
DB00531,P51164
DB04868,P22303
DB00200,Q9Y6K1
DB11079,P78508
DB00981,P78352
DB15566,P10828
DB13155,Q14573
DB09236,Q16718
DB11652,P13196
DB00898,P54756
DB00189,P02748
DB00484,Q15118
DB14845,Q13946
DB00630,O14983
DB15233,P49448
DB00145,P00734
DB15690,P20309
DB01100,Q12882
DB01181,P36544
DB00257,Q07075
DB11560,Q02880
DB14517,Q05940
DB01032,Q04760
DB04224,P09038
DB00704,P78334
DB00884,Q9UGI9
DB00723,Q9HCR9
DB00751,Q96G91
DB00579,O75715
DB14517,P40926
DB09241,O75899
DB00518,P06727
DB06711,Q9Y2T6
DB00686,Q99712
DB14543,P05121
DB00680,Q86YB8
DB06706,Q08289
DB00347,Q969S8
DB00569,Q8NBN7
DB00151,O95264
DB01320,P49419
DB11632,P03891
DB00226,P41595
DB04938,Q14624
DB11079,Q15738
DB03147,P10636
DB00504,P00439
DB14488,P51955
DB00343,P11511
DB00842,P03891
DB00139,P16219
DB00861,P50416
DB08911,P21728
DB04953,Q14123
DB00323,P55055
DB00598,P12931
DB00571,P14324
DB00981,P22033
DB11995,P43353
DB09080,P00441
DB01025,P29323
DB11093,Q9NRP7
DB12147,Q9Y5K3
DB06203,Q16099
DB13345,Q8NFJ5
DB06709,P46098
DB06412,P08908
DB00467,Q9H422
DB01214,Q16719
DB00670,Q16832
DB00393,P09211
DB14002,P04035
DB00385,P62508
DB08868,P06746
DB09209,P43003
DB01418,Q9BXA7
DB00368,P08603
DB11581,O95747
DB06603,P17787
DB00605,P14902
DB11219,P35462
DB04868,P15428
DB00420,P48736
DB00819,P11142
DB00435,P56556
DB00293,Q9UNK4
DB00561,Q99808
DB00751,Q99835
DB00287,P48551
DB01107,P36969
DB09128,P09874
DB14669,P34995
DB01624,Q9UKE5
DB06802,P11021
DB01193,Q9NRF9
DB13166,Q16836
DB00281,O95069
DB06589,Q9NY72
DB01217,P29372
DB00993,Q59H18
DB09167,P54762
DB00651,P13645
DB01339,Q13332
DB00519,Q8N543
DB06230,Q04759
DB00281,O43676
DB09148,P08913
DB00726,Q8IVH4
DB01028,P13569
DB00400,P15814
DB09214,Q9P0L2
DB00737,P51970
DB00347,P21453
DB00412,Q14833
DB13952,Q15303
DB00367,P80404
DB01419,P36544
DB08804,P05452
DB08950,O75116
DB00722,P14920
DB09148,P07355
DB01254,Q8NCM2
DB11689,P25963
DB14539,Q9NYK1
DB00970,O43674
DB04838,P53350
DB08875,P31153
DB00190,P13073
DB00805,P03952
DB00350,O60218
DB01089,Q06418
DB01132,P10721
DB00637,P08559
DB00497,P06746
DB00975,O95831
DB00934,Q14457
DB00753,P04629
DB01045,Q12879
DB00498,P05067
DB01102,Q9H228
DB00868,P19525
DB13872,Q13258
DB06152,P30711
DB00293,P04626
DB11359,P55789
DB04348,O60359
DB00829,P01133
DB00366,P12429
DB11560,P48058
DB09300,P16389
DB00733,Q14330
DB09073,Q6PHR2
DB05351,Q04828
DB03310,P04731
DB01185,Q96RD7
DB00163,P06239
DB00697,P48443
DB00163,Q9BXJ7
DB01062,Q02127
DB00708,Q9NY46
DB00989,Q8TD08
DB01418,P20309
DB06757,Q06481
DB00946,P19099
DB14499,P02647
DB11994,O14521
DB00956,P31025
DB14845,P08684
DB06209,Q9P2K8
DB00950,P49821
DB09123,P48448
DB06207,Q92772
DB11640,P11177
DB04898,Q93050
DB01133,O95069
DB00813,P30519
DB01183,P13693
DB00713,O00483
DB00241,P48051
DB01101,P00441
DB08801,Q13131
DB09091,P10809
DB01191,O15350
DB11348,O00204
DB01081,P51692
DB09143,P27449
DB00951,Q9NZD4
DB01191,P00736
DB00904,P21918
DB01248,P07864
DB01242,P04731
DB13946,Q16099
DB05316,O60359
DB09555,P35368
DB01259,P49619
